match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth
2019-wimbledon-1602,01:11:20,2,1,1,0,3,0,97,1,1,191,,30,40,66,100,45,52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,11010,119,0,1,1,,,,,,,1,0,F,6.255,8.673,3,W,CTL,ND
2019-wimbledon-1602,01:11:53,2,1,1,0,3,0,98,1,1,146,,40,40,68,99,46,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,22030,91,0,1,1,,,,,,,2,0,0,1.78,2.515,1,W,NCTL,
2019-wimbledon-1602,01:12:40,2,1,1,0,3,0,99,1,1,194,,AD,40,69,97,47,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,121,0,0,1,,,,,,,1,0,0,38.892,37.904,11,C,NCTL,D
2019-wimbledon-1602,01:13:24,2,2,1,0,3,1,100,1,1,193,,0,0,75,97,48,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13002,120,0,0,2,,,,,,,1,0,0,0.815,0.569,1,C,NCTL,
2019-wimbledon-1602,01:15:38,2,2,1,0,4,0,101,1,2,168,,15,0,76,95,49,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,105,0,0,2,,,,,,,1,0,0,9.198,8.58,2,W,CTL,D
2019-wimbledon-1602,01:16:03,2,2,1,0,4,0,102,1,2,160,,30,0,78,94,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,100,0,0,2,,,,,,,2,0,0,26.675,32.098,8,C,NCTL,D
2019-wimbledon-1602,01:16:55,2,2,1,0,4,0,103,1,2,193,,40,0,79,92,51,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,120,0,0,2,,,,,,,1,0,0,7.657,7.572,2,BC,NCTL,ND
2019-wimbledon-1602,01:17:31,2,3,1,0,4,1,104,1,2,152,,0,0,85,89,52,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,22031,95,1,0,1,,,,,,,2,0,0,22.884,28.136,8,BC,NCTL,ND
2019-wimbledon-1602,01:18:44,2,3,1,0,5,0,105,1,1,185,,15,0,87,88,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,115,0,0,1,,,,,,,1,0,0,2.558,3.214,1,W,CTL,ND
2019-wimbledon-1602,01:19:08,2,3,1,0,5,0,106,1,1,154,,30,0,89,87,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,96,0,0,1,,,,,,,2,0,0,2.366,2.319,1,B,NCTL,D
2019-wimbledon-1602,01:19:44,2,3,1,0,5,0,107,2,1,196,,30,15,88,89,54,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,122,0,0,1,,,,,,,1,0,0,5.051,5.086,2,C,NCTL,ND
2019-wimbledon-1602,01:20:13,2,3,1,0,5,0,108,1,1,149,,40,15,89,87,55,53,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,22420,93,0,0,1,,,,,,,2,0,0,14.289,15.658,5,BW,NCTL,D
2019-wimbledon-1602,01:21:01,2,4,1,0,5,1,109,1,1,170,,0,0,93,86,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,106,0,0,2,,,,,,,1,0,0,13.512,16.995,5,C,CTL,D
2019-wimbledon-1602,01:22:59,2,4,1,0,6,0,110,2,2,173,,0,15,93,89,56,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,108,0,0,2,,,,,,,2,0,F,6.183,7.672,3,C,NCTL,ND
2019-wimbledon-1602,01:23:29,2,4,1,0,6,0,111,1,2,165,,15,15,95,88,57,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,21430,103,0,0,2,,,,,,,2,0,0,6.495,7.775,2,C,NCTL,
2019-wimbledon-1602,01:24:01,2,4,1,0,6,0,112,2,2,167,,15,30,95,91,57,55,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21010,104,0,0,2,,,,,,,1,0,F,3.697,3.041,3,BW,NCTL,
2019-wimbledon-1602,01:24:35,2,4,1,0,6,0,113,1,2,191,,30,30,96,89,58,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,119,0,0,2,,,,,,,1,0,0,15.109,14.074,4,BC,NCTL,ND
2019-wimbledon-1602,01:25:00,2,4,1,0,6,0,114,1,2,162,,40,30,98,88,59,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,101,0,0,2,,,,,,,2,0,0,4.848,5.45,2,B,NCTL,D
2019-wimbledon-1602,01:25:32,2,5,1,0,6,1,115,1,2,191,,0,0,103,84,60,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,21021,119,1,0,1,,,,,,,1,0,0,6.484,5.854,2,C,NCTL,ND
2019-wimbledon-1602,01:26:12,2,5,1,0,7,0,116,1,1,194,,15,0,105,83,61,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,121,0,0,1,,,,,,,1,0,0,2.376,2.82,1,C,NCTL,
2019-wimbledon-1602,01:26:32,2,5,1,0,7,0,117,1,1,154,,30,0,107,82,62,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,22030,96,0,0,1,,,,,,,2,0,0,2.621,1.675,1,W,CTL,
2019-wimbledon-1602,01:27:11,2,5,1,0,7,0,118,1,1,191,,40,0,108,80,63,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,119,0,0,1,,,,,,,1,0,0,9.042,8.059,3,C,NCTL,ND
2019-wimbledon-1602,01:27:36,2,6,1,1,7,1,119,1,1,160,,0,0,114,75,64,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22023,100,0,0,2,,,,,,,2,0,0,2.262,1.565,1,BW,NCTL,ND
2019-wimbledon-1602,01:30:50,3,0,0,0,1,0,120,2,2,156,,0,15,113,77,64,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,97,0,0,2,,,,,,,2,0,0,2.006,2.764,1,BW,NCTL,
2019-wimbledon-1602,01:31:16,3,0,0,0,1,0,121,2,2,188,,0,30,113,81,64,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,117,0,0,2,,,,,,,1,0,0,1.39,1.534,1,W,CTL,
2019-wimbledon-1602,01:31:34,3,0,0,0,1,0,122,2,2,194,,0,40,113,85,64,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,121,0,0,2,,,,,,,1,0,0,0.379,1.083,1,C,NCTL,
2019-wimbledon-1602,01:31:50,3,0,1,0,1,2,123,2,2,172,,0,0,113,90,64,59,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21412,107,0,0,1,,,,,,,1,0,F,12.869,16.658,5,C,NCTL,
2019-wimbledon-1602,01:33:04,3,0,1,0,2,0,124,2,1,0,,0,15,109,91,64,60,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,0,0,0,1.196,0.893,0,W,CTL,
2019-wimbledon-1602,01:33:44,3,0,1,0,2,0,125,1,1,196,,15,15,113,91,65,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,122,0,0,1,,,,,,,1,0,0,1.179,0.56,1,C,NCTL,
2019-wimbledon-1602,01:34:07,3,0,1,0,2,0,126,1,1,172,,30,15,114,89,66,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,107,0,0,1,,,,,,,1,0,0,31.726,32.422,11,B,CTL,D
2019-wimbledon-1602,01:34:45,3,0,1,0,2,0,127,1,1,199,,40,15,116,88,67,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,124,0,0,1,,,,,,,1,0,0,2.065,2.244,1,BC,NCTL,
2019-wimbledon-1602,01:35:09,3,1,1,0,2,1,128,1,1,168,,0,0,120,87,68,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,105,0,0,2,,,,,,,1,0,0,3.89,5.225,1,C,CTL,ND
2019-wimbledon-1602,01:35:39,3,1,1,0,3,0,129,2,2,165,,0,15,119,89,68,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,103,0,0,2,,,,,,,1,0,0,4.123,3.842,1,W,CTL,
2019-wimbledon-1602,01:35:57,3,1,1,0,3,0,130,2,2,186,,0,30,118,91,68,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,116,0,0,2,,,,,,,1,0,0,4.668,2.858,1,C,CTL,
2019-wimbledon-1602,01:36:16,3,1,1,0,3,0,131,2,2,170,,0,40,117,93,68,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,106,0,0,2,,,,,,,1,0,0,3.905,3.517,1,W,CTL,
2019-wimbledon-1602,01:36:34,3,1,2,0,3,2,132,2,2,194,,0,0,117,99,68,64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23002,121,0,0,1,,,,,,,1,0,0,0.862,0.948,1,C,NCTL,
2019-wimbledon-1602,01:38:28,3,1,2,0,4,0,133,1,1,194,,15,0,119,98,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,121,0,0,1,,,,,,,1,0,0,2.789,2.999,1,W,NCTL,D
2019-wimbledon-1602,01:39:11,3,1,2,0,4,0,134,2,1,189,,15,15,117,99,69,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,118,0,0,1,,,,,,,1,0,0,16.362,18.608,6,C,NCTL,ND
2019-wimbledon-1602,01:39:46,3,1,2,0,4,0,135,1,1,193,,30,15,119,98,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,120,0,0,1,,,,,,,1,0,0,3.828,3.962,1,W,CTL,D
2019-wimbledon-1602,01:40:12,3,1,2,0,4,0,136,2,1,154,,30,30,119,101,70,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,96,0,0,1,,,,,,,2,0,B,16.55,27.361,6,BW,NCTL,D
2019-wimbledon-1602,01:41:11,3,1,2,0,4,0,137,2,1,186,,30,40,119,104,70,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,116,0,0,1,,,,,,,1,0,F,19.326,16.293,6,W,CTL,D
2019-wimbledon-1602,01:41:55,3,1,3,0,4,2,138,2,1,197,,0,0,117,111,70,68,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,,,,,,,,,,,22411,123,0,1,2,,,,,,,1,0,B,42.263,40.563,12,C,NCTL,D
2019-wimbledon-1602,01:42:51,3,1,3,0,5,0,139,1,2,196,,15,0,120,111,71,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,122,0,0,2,,,,,,,1,0,F,29.287,39.599,12,BC,NCTL,ND
2019-wimbledon-1602,01:43:35,3,1,3,0,5,0,140,1,2,194,,30,0,122,110,72,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,22430,121,0,0,2,,,,,,,1,0,0,14.265,14.446,4,W,NCTL,ND
2019-wimbledon-1602,01:44:04,3,1,3,0,5,0,141,2,2,156,,30,15,121,112,72,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,97,0,0,2,,,,,,,2,0,0,5.637,8.662,1,W,CTL,D
2019-wimbledon-1602,01:44:41,3,1,3,0,5,0,142,1,2,0,,40,15,122,108,73,69,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,25000,0,0,0,2,,,,,,,0,0,0,0.89,1.663,0,W,CTL,
2019-wimbledon-1602,01:45:14,3,1,3,0,5,0,143,2,2,177,,40,30,122,111,73,70,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,21510,110,1,0,2,,,,,,,1,0,F,14.517,10.315,3,W,CTL,
2019-wimbledon-1602,01:45:40,3,1,3,0,5,0,144,2,2,159,,40,40,121,113,73,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,12030,99,1,0,2,,,,,,,2,0,0,70.446,88.812,23,BC,NCTL,D
2019-wimbledon-1602,01:46:57,3,1,3,0,5,0,145,1,2,178,,AD,40,123,112,74,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,111,0,0,2,,,,,,,1,0,0,6.728,12.89,2,BW,NCTL,D
2019-wimbledon-1602,01:47:39,3,1,3,0,5,0,146,2,2,185,,40,40,122,114,74,72,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,12030,115,1,0,2,,,,,,,1,0,0,11.445,12.088,3,C,NCTL,ND
2019-wimbledon-1602,01:48:09,3,1,3,0,5,0,147,2,2,138,,40,AD,120,115,74,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,86,0,0,2,,,,,,,2,0,0,74.846,76.267,25,B,CTL,ND
2019-wimbledon-1602,01:49:21,3,1,4,0,5,2,148,2,2,197,,0,0,119,119,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,123,0,0,1,,,,,,,1,0,0,18.449,23.309,5,BC,CTL,ND
2019-wimbledon-1602,01:51:44,3,1,4,0,6,0,149,2,1,168,,0,15,119,122,74,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,105,0,0,1,,,,,,,2,0,F,19.465,11.742,6,BW,NCTL,ND
2019-wimbledon-1602,01:52:30,3,1,4,0,6,0,150,2,1,196,,0,30,119,125,74,76,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21410,122,0,0,1,,,,,,,1,0,F,29.002,22.779,6,C,NCTL,ND
2019-wimbledon-1602,01:53:18,3,1,4,0,6,0,151,1,1,188,,15,30,122,125,75,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,14000,117,0,0,1,,,,,,,1,S,0,2.114,3.109,1,W,CTL,ND
2019-wimbledon-1602,01:53:42,3,1,4,0,6,0,152,2,1,154,,15,40,120,126,75,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,96,0,0,1,,,,,,,2,0,0,4.638,7.29,2,BW,NCTL,ND
2019-wimbledon-1602,01:54:30,3,1,4,0,6,0,153,1,1,188,,30,40,123,126,76,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,14000,117,0,1,1,,,,,,,1,S,0,1.496,2.033,1,W,CTL,ND
2019-wimbledon-1602,01:54:58,3,1,4,0,6,0,154,1,1,196,,40,40,125,125,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,21030,122,0,1,1,,,,,,,1,0,0,11.574,15.454,3,C,NCTL,ND
2019-wimbledon-1602,01:55:26,3,1,4,0,6,0,155,1,1,151,,AD,40,127,124,78,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,94,0,0,1,,,,,,,2,0,0,6.899,10.146,3,C,NCTL,ND
2019-wimbledon-1602,01:56:23,3,2,4,0,6,1,156,1,1,197,,0,0,131,123,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,123,0,0,2,,,,,,,1,0,0,1.678,2.991,1,C,NCTL,
2019-wimbledon-1602,01:57:05,3,2,4,0,7,0,157,2,2,194,,0,15,130,125,79,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,121,0,0,2,,,,,,,1,0,0,69.465,57.776,19,BC,NCTL,D
2019-wimbledon-1602,01:57:52,3,2,4,0,7,0,158,2,2,156,,0,30,130,128,79,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,97,0,0,2,,,,,,,2,0,F,7.592,6.222,3,C,NCTL,ND
2019-wimbledon-1602,01:58:29,3,2,4,0,7,0,159,2,2,193,,0,40,130,132,79,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,120,0,0,2,,,,,,,1,0,0,2.023,1.816,1,C,NCTL,
2019-wimbledon-1602,01:58:48,3,2,4,0,7,0,160,1,2,186,,15,40,132,131,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,116,0,0,2,,,,,,,1,0,0,23.875,22.971,6,C,NCTL,D
2019-wimbledon-1602,01:59:19,3,2,5,0,7,2,161,2,2,172,,0,0,132,136,80,81,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,22512,107,0,0,1,,,,,,,1,0,B,14.246,17.123,5,W,CTL,
2019-wimbledon-1602,02:01:24,3,2,5,0,8,0,162,2,1,160,,0,15,130,137,80,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,100,0,0,1,,,,,,,2,0,0,11.493,14.647,4,W,NCTL,D
2019-wimbledon-1602,02:02:07,3,2,5,0,8,0,163,2,1,165,,0,30,128,138,80,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,103,0,0,1,,,,,,,2,0,0,11.914,14.879,4,BC,CTL,ND
2019-wimbledon-1602,02:02:55,3,2,5,0,8,0,164,1,1,191,,15,30,130,137,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,119,0,0,1,,,,,,,1,0,0,1.692,3.168,1,C,NCTL,
2019-wimbledon-1602,02:03:16,3,2,5,0,8,0,165,1,1,162,,30,30,134,137,82,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,101,0,0,1,,,,,,,1,0,0,1.38,2.282,1,W,CTL,
2019-wimbledon-1602,02:03:39,3,2,5,0,8,0,166,1,1,189,,40,30,136,136,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,118,0,0,1,,,,,,,1,0,0,3.517,4.46,1,W,CTL,D
2019-wimbledon-1602,02:04:02,3,3,5,0,8,1,167,1,1,193,,0,0,140,135,84,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,120,0,0,2,,,,,,,1,0,0,8.099,10.031,3,BC,NCTL,D
2019-wimbledon-1602,02:04:37,3,3,5,0,9,0,168,2,2,197,,0,15,140,138,84,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,24000,123,0,0,2,,,,,,,1,S,0,3.71,2.75,1,C,CTL,ND
2019-wimbledon-1602,02:04:55,3,3,5,0,9,0,169,2,2,186,,0,30,139,140,84,85,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,116,0,0,2,,,,,,,1,0,0,7.144,8.708,1,C,NCTL,D
2019-wimbledon-1602,02:05:16,3,3,5,0,9,0,170,2,2,199,,0,40,139,143,84,86,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,22010,124,0,0,2,,,,,,,1,0,B,34.286,42.033,9,C,CTL,ND
2019-wimbledon-1602,02:06:03,3,3,6,2,9,2,171,2,2,146,,0,0,135,150,84,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11033,91,0,0,1,,,,,,,2,0,0,18.489,16.06,5,W,NCTL,ND
2019-wimbledon-1602,02:09:35,4,0,0,0,1,0,172,2,1,0,,0,15,131,151,84,88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,0,0,0,0.599,0.601,0,,,
2019-wimbledon-1602,02:10:13,4,0,0,0,1,0,173,1,1,148,,15,15,132,149,85,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,92,0,0,1,,,,,,,2,0,0,10.995,9.946,3,BW,CTL,D
2019-wimbledon-1602,02:10:56,4,0,0,0,1,0,174,2,1,143,,15,30,131,151,85,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,89,0,0,1,,,,,,,2,0,0,23.096,15.494,4,C,NCTL,D
2019-wimbledon-1602,02:11:45,4,0,0,0,1,0,175,1,1,162,,30,30,134,151,86,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,101,0,0,1,,,,,,,1,0,F,8.37,12.032,3,W,CTL,ND
2019-wimbledon-1602,02:12:23,4,0,0,0,1,0,176,1,1,154,,40,30,136,150,87,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,96,0,0,1,,,,,,,2,0,0,3.325,5.145,1,W,CTL,D
2019-wimbledon-1602,02:13:04,4,1,0,0,1,1,177,1,1,146,,0,0,140,149,88,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21032,91,0,0,2,,,,,,,2,0,0,9.521,12.581,3,W,NCTL,ND
2019-wimbledon-1602,02:14:47,4,1,0,0,2,0,178,2,2,167,,0,15,139,151,88,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,104,0,0,2,,,,,,,1,0,0,3.145,2.475,1,BW,CTL,
2019-wimbledon-1602,02:15:03,4,1,0,0,2,0,179,2,2,188,,0,30,138,153,88,91,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,11030,117,0,0,2,,,,,,,1,0,0,12.927,9.662,3,C,NCTL,
2019-wimbledon-1602,02:15:25,4,1,0,0,2,0,180,1,2,186,,15,30,140,152,89,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,116,0,0,2,,,,,,,1,0,0,11.503,13.004,4,C,NCTL,D
2019-wimbledon-1602,02:15:49,4,1,0,0,2,0,181,2,2,154,,15,40,139,154,89,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,96,0,0,2,,,,,,,2,0,0,42.447,39.696,7,W,NCTL,ND
2019-wimbledon-1602,02:16:38,4,1,0,0,2,0,182,1,2,175,,30,40,142,154,90,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11010,109,0,0,2,,,,,,,1,0,F,18.61,17.594,6,BW,NCTL,D
2019-wimbledon-1602,02:17:09,4,1,1,0,2,2,183,2,2,185,,0,0,142,159,90,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21012,115,0,0,1,,,,,,,1,0,F,9.91,8.204,3,C,NCTL,ND
2019-wimbledon-1602,02:17:54,4,1,1,0,3,0,184,2,1,159,,0,15,141,161,90,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,99,0,0,1,,,,,,,2,0,0,26.19,26.821,8,BW,CTL,ND
2019-wimbledon-1602,02:18:50,4,1,1,0,3,0,185,2,1,162,,0,30,139,162,90,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,101,0,0,1,,,,,,,2,0,0,4.085,7.914,2,W,NCTL,ND
2019-wimbledon-1602,02:19:36,4,1,1,0,3,0,186,1,1,189,,15,30,142,162,91,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,118,0,0,1,,,,,,,1,0,B,14.279,15.175,7,BW,CTL,ND
2019-wimbledon-1602,02:20:13,4,1,1,0,3,0,187,2,1,197,,15,40,142,165,91,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,123,0,0,1,,,,,,,1,0,F,22.299,22.943,8,BC,CTL,ND
2019-wimbledon-1602,02:20:55,4,1,1,0,3,0,188,1,1,160,,30,40,145,165,92,96,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,12010,100,0,1,1,,,,,,,2,0,B,5.127,6.235,3,BC,NCTL,D
2019-wimbledon-1602,02:22:20,4,1,2,0,3,2,189,2,1,159,,0,0,141,171,92,97,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,,,,,,,,,11021,99,0,1,2,,,,,,,2,0,0,6.054,6.911,2,BW,NCTL,D
2019-wimbledon-1602,02:24:46,4,1,2,0,4,0,190,2,2,149,,0,15,139,172,92,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,93,0,0,2,,,,,,,2,0,0,34.984,33.249,11,BW,NCTL,ND
2019-wimbledon-1602,02:25:38,4,1,2,0,4,0,191,2,2,154,,0,30,137,173,92,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,96,0,0,2,,,,,,,2,0,0,13.978,17.729,7,BC,NCTL,ND
2019-wimbledon-1602,02:26:15,4,1,2,0,4,0,192,2,2,168,,0,40,135,174,92,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,105,0,0,2,,,,,,,2,0,0,5.038,4.867,1,C,NCTL,D
2019-wimbledon-1602,02:26:46,4,1,3,0,4,2,193,2,2,188,,0,0,135,180,92,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23002,117,0,0,1,,,,,,,1,0,0,0.88,0.867,1,W,CTL,
2019-wimbledon-1602,02:27:31,4,1,3,0,5,0,194,1,1,188,,15,0,137,179,93,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,117,0,0,1,,,,,,,1,0,0,3.93,5.437,1,C,NCTL,D
2019-wimbledon-1602,02:27:55,4,1,3,0,5,0,195,1,1,151,,30,0,138,177,94,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,94,0,0,1,,,,,,,2,0,0,6.112,7.629,3,BW,CTL,D
